purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:pypi/monotonic,monotonic,pypi,dead,few-large,1,0,switch,,This package is archived and explicitly deprecated in favor of Python's built-in `time.monotonic()` (available since 3.3). Analytics-python accounts for 90% of usage; almost all dependents can safely replace the import with the stdlib equivalent.,llm,0.95,5757,analytics-python,327,27,0,0,https://github.com/atdt/monotonic
pkg:pypi/semantic-version,semantic-version,pypi,dead,broad,0,0,accept,,"Small, dependency-free library implementing a standard spec; 3+ years without commits suggests completeness. Pin to a known version, verify Python compatibility periodically, audit as needed.",llm,0.85,5707,liccheck,4225,346,0,0,https://github.com/rbarrois/python-semanticversion
pkg:pypi/humanfriendly,humanfriendly,pypi,dead,kitchen-sink,0,0,switch-piecemeal,,"humanfriendly is a grab-bag of terminal and text utilities (formatting, prompts, ANSI styling, size parsing). Different dependents use different slices—replace with focused alternatives like humanize for formatting, colorama/blessed for styling, inquirer for prompting, and pathlib for paths.",llm,0.75,5474,espnet,6891,473,0,0,https://github.com/xolox/python-humanfriendly
pkg:pypi/coloredlogs,coloredlogs,pypi,dormant,broad,0,0,accept,,Dormant but stable; 5400+ dependent repos spread across 587 packages makes coordinated adoption infeasible. Pin the version. It performs a single job well with minimal maintenance burden.,llm,0.76,5458,wrapt-timeout-decorator,3812,249,0,0,https://github.com/xolox/python-coloredlogs
pkg:pypi/rfc3986-validator,rfc3986-validator,pypi,unknown,inlineable,0,0,vendor,,Only 272 lines of Python with zero dependencies; unchanged since 2020. Dependents should vendor the validation code directly to eliminate a dormant dependency.,llm,0.9,5387,sentry,540,9,0,0,https://github.com/naimetti/rfc3986-validator
pkg:pypi/shellingham,shellingham,pypi,dormant,inlineable,0,0,vendor,,"At 319 lines with zero dependencies, teams should copy this into their codebase. Shell detection is a utility most projects can own locally rather than maintain a dormant dependency for.",llm,0.85,4027,runhouse,319,54,0,0,https://github.com/sarugaku/shellingham
pkg:pypi/msrest,msrest,pypi,dead,kitchen-sink,1,0,switch-piecemeal,,Microsoft explicitly moved authentication to `azure-identity` and serialization to `azure-core`. Audit your usage and migrate to the appropriate replacement—most dependents will need both.,llm,0.88,3989,msrestazure,10432,922,0,0,https://github.com/azure/msrest-for-python
pkg:pypi/asynctest,asynctest,pypi,unknown,few-large,0,0,switch,pkg:pypi/pytest-asyncio,"MMDet accounts for 90% of downstream usage. Migrate to pytest-asyncio, the actively maintained async testing standard for Python 3.8+, rather than forking or vendoring unmaintained code.",llm,0.82,3865,mmdet,6444,640,0,0,https://github.com/martiusweb/asynctest
pkg:pypi/python-utils,python-utils,pypi,dormant,few-large,0,0,vendor,,One dependent (django-utils2) accounts for 46% of usage; python-utils is small enough (3.6k LOC) to vendor into projects rather than maintain externally.,llm,0.8,3478,django-utils2,3602,178,0,0,https://github.com/wolph/python-utils
pkg:pypi/pytzdata,pytzdata,pypi,unknown,few-large,0,0,adopt,,"dbnd accounts for 99.7% of real-world usage (122k downloads vs 155 for the next largest). The package is simple (942 Python LOC) but hasn't been updated since 2020, so timezone data is stale. dbnd should fork/maintain it or migrate to actively maintained tzdata package.",llm,0.88,3452,dbnd,1066,62,0,0,https://github.com/sdispater/pytzdata
pkg:pypi/deprecation,deprecation,pypi,dead,broad,0,0,vendor,,"At 902 LOC with only a packaging dependency, dependents should copy this library into their codebase. The code is stable and focused enough to maintain independently.",llm,0.8,3053,alpaca-trade-api,902,59,0,0,https://github.com/briancurtin/deprecation
pkg:pypi/ordered-set,ordered-set,pypi,dormant,broad,0,0,accept,,"OrderedSet is stable and dependency-free with no maintained alternative. Pin the version and continue using it; for zero-dependency requirements, the 800-line implementation is small enough to vendor.",llm,0.8,2854,flask-restless-client,800,22,0,0,https://github.com/rspeer/ordered-set
pkg:pypi/adal,adal,pypi,dead,few-large,1,0,switch,pkg:pypi/msal,Microsoft archived ADAL in favor of MSAL with a published migration guide. Nearly all traffic flows through msrestazure; the ecosystem pressure is on Azure SDK maintainers to upgrade.,llm,0.95,2766,msrestazure,17823,684,0,0,https://github.com/azuread/azure-activedirectory-library-for-python
pkg:pypi/cachelib,cachelib,pypi,dormant,few-large,0,0,accept,,"Flask-session accounts for nearly all usage. Cachelib is stable, dormant, and seeking maintainers via Pallets Ecosystem. Safe to pin in production.",llm,0.85,2659,flask-session,1199,192,0,0,https://github.com/pallets-eco/cachelib
pkg:pypi/flask-jwt-extended,flask-jwt-extended,pypi,dormant,broad,0,0,switch,pkg:pypi/authlib,"Dormant Flask JWT library with 2500+ dependents across projects. Since JWT is security-sensitive, migrate to an actively maintained alternative like authlib rather than pinning an unmaintained version.",llm,0.8,2532,fullask-rest-framework,6361,322,0,0,https://github.com/vimalloc/flask-jwt-extended
pkg:pypi/annotated-types,annotated-types,pypi,dormant,broad,0,0,adopt,,"Dormant 2 years with no active maintainers, but simple stable code with zero dependencies used across 2,461 repos. One of the larger dependents should fork it or the community should establish a maintained fork; pinning versions works short-term but abandons Python compatibility maintenance.",llm,0.85,2461,bioimageio.spec,1079,29,0,0,https://github.com/annotated-types/annotated-types
pkg:pypi/msrestazure,msrestazure,pypi,dead,few-large,1,2,switch-piecemeal,pkg:pypi/azure-mgmt-core,Microsoft officially deprecated this package; use azure-identity for authentication and azure-mgmt-core for management APIs. Top dependents are likely already migrated or will be via Azure SDK updates.,llm,0.92,2272,azure-mgmt-sqlvirtualmachine,5275,413,0,0,https://github.com/azure/msrestazure-for-python
pkg:pypi/jaraco.classes,jaraco.classes,pypi,dormant,broad,0,0,vendor,,"Dormant since 758 days (no release), but recent commits show it's not abandoned. The small, stable codebase (781 LOC) is best handled by vendoring into your project.",llm,0.75,2185,hgtools,781,10,0,0,https://github.com/jaraco/jaraco.classes
pkg:pypi/msal-extensions,msal-extensions,pypi,dormant,few-large,0,0,switch,pkg:pypi/keyring,msal-extensions provides MSAL token cache persistence via platform-specific keyrings. The maintained keyring library offers equivalent cross-platform keyring access; dependents can switch by combining keyring with MSAL's native SerializableTokenCache.,llm,0.75,2050,kqlmagiccustom,1338,165,0,0,https://github.com/azuread/microsoft-authentication-extensions-for-python
pkg:pypi/retry,retry,pypi,dead,broad,0,1,switch,pkg:pypi/tenacity,Tenacity is the actively maintained Python standard for retry logic with a compatible decorator API. Migration requires import and parameter adjustments.,llm,0.87,1900,pysnyk,346,44,0,0,https://github.com/invl/retry
pkg:pypi/cleo,cleo,pypi,dormant,few-large,0,0,vendor,,98% of dependents are a single package. The 5799-LOC codebase is small enough to vendor for independence; most dependents can safely pin the current version while the v3 rewrite completes.,llm,0.92,1839,notion2md,5799,977,0,0,https://github.com/python-poetry/cleo
pkg:pypi/crashtest,crashtest,pypi,unknown,broad,0,0,vendor,,"Unmaintained for 3.5 years with scattered small dependents and no clear steward. The codebase is small (624 LOC, no runtime deps) and suitable for vendoring rather than maintaining as an external dependency.",llm,0.78,1535,openpy-fxts,624,52,0,0,https://github.com/sdispater/crashtest
pkg:pypi/oscrypto,oscrypto,pypi,dormant,broad,0,0,switch,pkg:pypi/cryptography,"Dormant for 4 years with 1,480 small dependents. Most should switch to cryptography, which is actively maintained and covers the same cryptographic operations.",llm,0.75,1480,django-esteid,27428,2545,0,0,https://github.com/wbond/oscrypto
pkg:pypi/pkgutil-resolve-name,pkgutil_resolve_name,pypi,unknown,inlineable,0,0,vendor,,"This 158-line backport can be vendored into projects needing Python <3.9 support, or dropped entirely by upgrading to Python 3.9+ and using pkgutil.resolve_name from the standard library.",llm,0.92,1348,trabalho-gces-180105256,158,20,0,0,https://github.com/graingert/pkgutil-resolve-name
pkg:pypi/sshtunnel,sshtunnel,pypi,dormant,kitchen-sink,0,0,accept,,"Dormant but stable; pure Python with no transitive dependencies. Dagster-ssh dominates usage (85%); if long-term maintenance becomes critical, that project should consider forking.",llm,0.75,1287,dagster-ssh,4242,244,0,0,https://github.com/pahaz/sshtunnel
pkg:pypi/pydata-google-auth,pydata-google-auth,pypi,dormant,few-large,0,1,vendor,,Dormant wrapper around google-auth that's small enough (4.5k LOC) for dependents to inline; ibis-bigquery accounts for 82% of usage and could lead the migration.,llm,0.8,829,ibis-bigquery,4583,259,0,0,https://github.com/pydata/pydata-google-auth
pkg:pypi/applicationinsights,applicationinsights,pypi,dead,few-large,0,0,switch,pkg:pypi/azure-monitor-opentelemetry,Microsoft's legacy Application Insights SDK; the README directs to Azure SDK for Python's OpenTelemetry components. Azure tools dominating usage (87% in sfctl) should migrate to this maintained alternative.,llm,0.95,809,sfctl,496,5,0,0,https://github.com/microsoft/applicationinsights-python
pkg:pypi/analytics-python,analytics-python,pypi,dormant,few-large,0,2,switch,,No releases in 4.8 years. Migrate to the officially maintained Segment analytics client; the top dependent (79% of usage) makes this transition practical.,llm,0.8,659,re-data,2518,188,0,0,https://github.com/segmentio/analytics-python
pkg:pypi/flask-session,flask-session,pypi,dormant,broad,0,0,accept,,"Flask-Session provides stable, well-tested server-side session functionality. Dormancy is acceptable for mature infrastructure code; pin the version and monitor for security issues, though the Pallets Eco maintainers would likely respond to critical problems.",llm,0.75,658,openid-whisperer,1331,90,0,0,https://github.com/pallets-eco/flask-session
pkg:pypi/requests-aws4auth,requests-aws4auth,pypi,dead,few-large,0,0,adopt,,"Provides AWS Signature v4 signing for requests. Small, stable codebase (2.7k LOC). Top dependent (pynessie) takes 42% of downloads; large dependents have the scale to adopt.",llm,0.85,563,pynessie,2695,131,0,0,https://github.com/tedder/requests-aws4auth
pkg:pypi/aws-requests-auth,aws-requests-auth,pypi,dead,few-large,0,0,switch,pkg:pypi/boto3,Nearly all usage concentrated in tidy3d. AWS SigV4 signing is built into boto3/botocore; switch to the official AWS SDK instead of pinning a dead third-party auth implementation.,llm,0.85,317,tidy3d,686,18,0,0,https://github.com/davidmuller/aws-requests-auth
pkg:pypi/sqlalchemy-jsonfield,sqlalchemy-jsonfield,pypi,dormant,few-large,0,0,switch,pkg:pypi/sqlalchemy,"SQLAlchemy's native JSON type (available since 1.1, standard in 2.0+) handles cross-database JSON storage this package solved for. Since SQLAlchemy is already a runtime dependency, switching requires no new dependencies.",llm,0.9,172,ai-flow-nightly,1411,35,0,0,https://github.com/penguinolog/sqlalchemy_jsonfield
pkg:pypi/smdebug-rulesconfig,smdebug-rulesconfig,pypi,dormant,few-large,0,0,accept,,"AWS's SageMaker debugger rules config library. Dormant since ~2021 but stable—no dependencies and tight SageMaker coupling mean breaking changes are unlikely. Pin the version and accept the minimal risk; if sagemode stops working, AWS will fix it on their end.",llm,0.85,112,sagemode,1391,50,0,0,https://github.com/awslabs/sagemaker-debugger-rulesconfig
pkg:pypi/click-man,click-man,pypi,dormant,inlineable,0,0,vendor,,Focused utility with 829 LOC for converting Click CLI metadata to man pages. Simple enough for consuming projects to vendor directly rather than rely on the dormant package.,llm,0.75,44,,829,52,0,0,https://github.com/click-contrib/click-man
pkg:pypi/aiohappyeyeballs,aiohappyeyeballs,pypi,dormant,no-alternative,0,0,accept,,"Implements happy eyeballs (RFC 8305) for async Python with no maintained alternative. Minimal dependent adoption (2 packages, 0 repos) and stable algorithm scope make pinning and accepting the maintenance risk the practical choice.",llm,0.85,0,,307,82,0,0,https://github.com/aio-libs/aiohappyeyeballs
