purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/jsx-ast-utils,jsx-ast-utils,npm,dormant,broad,0,0,accept,,Widely-adopted utility for JSX AST analysis. Feature-complete and stable with no security issues or active bugs. Pin the version and monitor for Node/Babel compatibility changes.,llm,0.8,1955342,react-node-key,757,78,0,0,https://github.com/jsx-eslint/jsx-ast-utils
pkg:npm/mkdirp,mkdirp,npm,unknown,broad,0,0,switch,,"Replace with Node.js built-in fs.mkdir or fs.promises.mkdir with {recursive: true} option, available since v10.12.0. Eliminates an unmaintained dependency for functionality now in the standard library.",llm,0.95,1948611,,417,113,0,0,https://github.com/isaacs/node-mkdirp
pkg:npm/p-defer,p-defer,npm,dormant,inlineable,0,0,vendor,,"At 134 lines with no dependencies, vendoring the code is practical for any project. Modern JavaScript/TypeScript should use native Promise.withResolvers() instead (available in TS 5.4+).",llm,0.92,1946747,proper-lockfile,134,0,0,0,https://github.com/sindresorhus/p-defer
pkg:npm/p-is-promise,p-is-promise,npm,unknown,inlineable,0,0,vendor,,Unmaintained 5+ years but trivially inlineable—the core logic is a few lines checking instanceof Promise. Observable-to-promise drives 95% of usage but even small projects can afford to copy the code.,llm,0.92,1941973,observable-to-promise,166,2,0,0,https://github.com/sindresorhus/p-is-promise
pkg:npm/%40hapi/topo,@hapi/topo,npm,unknown,few-large,0,0,vendor,,@hapi/joi and @hapi/validate account for 60% of direct usage and support 1.93M transitive dependents; both should vendor this 165-line utility to simplify the dependency graph.,llm,0.85,1934516,@hapi/joi,165,38,0,0,https://github.com/hapijs/topo
pkg:npm/path-parse,path-parse,npm,dead,inlineable,0,0,vendor,,"Package is stable and unmaintained (226 LOC, no activity in 1800 days). Node.js's built-in path.parse satisfies the original ponyfill purpose; for older Node versions, inlining the minimal code eliminates dependency risk.",llm,0.9,1929330,browser-pack-flat,226,12,0,0,https://github.com/jbgutierrez/path-parse
pkg:npm/cross-spawn,cross-spawn,npm,dead,broad,0,0,accept,,No active vulnerabilities; 182 lines of stable code solving specific Windows spawn issues. Pin to a working version and accept the unmaintained status.,llm,0.85,1924489,,182,26,0,0,https://github.com/moxystudio/node-cross-spawn
pkg:npm/has-symbols,has-symbols,npm,dormant,broad,0,0,accept,,"has-symbols is a stable, dependency-free utility for detecting Symbol support. Most dependents should pin the version; many can remove it entirely since Symbol is now ubiquitous in modern JavaScript environments.",llm,0.75,1910672,has-tostringtag,1113,28,0,0,https://github.com/inspect-js/has-symbols
pkg:npm/jest-pnp-resolver,jest-pnp-resolver,npm,dead,alternative,0,0,switch,,Jest's default resolver has supported PnP natively since v24.4.0 (2019). Upgrade Jest and remove this package from your config to use the built-in resolver.,llm,0.95,1909842,pnp-webpack-plugin,123,7,0,0,https://github.com/arcanis/jest-pnp-resolver
pkg:npm/shebang-regex,shebang-regex,npm,dormant,inlineable,0,0,vendor,,"This package is a single shebang regex with no dependencies—trivial to copy inline into any project. Since it's dormant but the functionality is stable, vendoring the pattern eliminates an unmaintained dependency without risk.",llm,0.95,1888701,shebang-command,107,0,0,0,https://github.com/sindresorhus/shebang-regex
pkg:npm/randombytes,randombytes,npm,unknown,broad,0,1,accept,,"Stable, minimal utility with unchanged crypto APIs. Pin the version; for direct dependents, migrating to native crypto.getRandomValues is feasible but not urgent.",llm,0.8,1888601,diffie-hellman,165,16,0,0,https://github.com/crypto-browserify/randombytes
pkg:npm/shebang-command,shebang-command,npm,unknown,inlineable,0,0,vendor,,"Unmaintained since 2019 but code is extremely stable—only 112 lines with no breaking changes likely. Vendoring inline is practical, or keep with version pin. Note it has one runtime dependency (shebang-regex) that would also need evaluation.",llm,0.85,1885623,react-native-hijri-test,112,2,0,0,https://github.com/kevva/shebang-command
pkg:npm/address,address,npm,dormant,broad,0,0,accept,pkg:npm/internal-ip,"Pin the version. No runtime dependencies, 256 LOC, stable code. Most of the 1.88M dependents are transitive. Direct users can safely accept the dormancy or switch to Node's built-in os.networkInterfaces() or internal-ip.",llm,0.75,1880434,react-dev-utils,256,90,0,0,https://github.com/node-modules/address
pkg:npm/case-sensitive-paths-webpack-plugin,case-sensitive-paths-webpack-plugin,npm,unknown,broad,0,0,accept,,Pin to latest—small and stable with no dependencies. Plan Webpack v5+ upgrades long-term for better built-in module resolution.,llm,0.8,1869888,,826,60,0,0,https://github.com/urthen/case-sensitive-paths-webpack-plugin
pkg:npm/micromatch,micromatch,npm,dead,broad,0,1,switch,pkg:npm/minimatch,"Micromatch was built as a faster alternative to minimatch; with micromatch unmaintained for 1.8M+ dependents, switching back to minimatch or evaluating picomatch is realistic for most consumers of this glob-matching library.",llm,0.75,1847280,,12746,79,0,0,https://github.com/micromatch/micromatch
pkg:npm/object.fromentries,object.fromentries,npm,dormant,broad,0,0,accept,,"Pin the current version; Object.fromEntries is standard ES2019 and shipped everywhere. If your project doesn't support pre-ES2019 environments, remove the dependency—the native implementation is better.",llm,0.92,1845167,jsx-ast-utils,379,0,0,0,https://github.com/es-shims/object.fromentries
pkg:npm/%40svgr/core,@svgr/core,npm,dormant,kitchen-sink,0,0,accept,,"Dormant but stable, with 1.8M dependents and zero dead transitive dependencies. Large surface with multiple partial alternatives (CRA native SVG imports, svgo, babel plugins); versions are safe to pin for most use cases.",llm,0.75,1842062,@svgr/plugin-jsx,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/process-nextick-args,process-nextick-args,npm,unknown,inlineable,0,0,switch,,process.nextTick() has natively supported arguments since Node.js 0.10 (2013). Eliminate the dependency by calling the native API directly instead of through this unmaintained wrapper.,llm,0.95,1840796,3.0.0,141,6,0,0,https://github.com/calvinmetcalf/process-nextick-args
pkg:npm/aggregate-error,aggregate-error,npm,unknown,alternative,0,0,switch,,"JavaScript's built-in `AggregateError` (available in Node.js 15+, now standard) provides identical functionality; migrate to the native API and remove the dependency.",llm,0.95,1838394,@semantic-release/git,251,7,0,0,https://github.com/sindresorhus/aggregate-error
pkg:npm/%40svgr/webpack,@svgr/webpack,npm,dormant,kitchen-sink,0,0,switch-piecemeal,,"Dormant webpack loader for a declining bundler. Plan to migrate to Vite or other modern alternatives; if staying on webpack, pin the version and accept the risk.",llm,0.68,1831506,,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/media-typer,media-typer,npm,dormant,inlineable,0,0,vendor,,"Last release was 7 years ago but implementation is stable (RFC 6838) and dependency-free. At 179 lines with zero runtime deps, inlining is practical. Alternatively, pin the version and accept the dormant dependency.",llm,0.8,1827941,raml-1-parser,179,10,0,0,https://github.com/jshttp/media-typer
pkg:npm/type-is,type-is,npm,dormant,broad,0,0,accept,,"A focused utility for HTTP content-type inference. No releases in 13 months reflects stability, not abandonment; it's still maintained by an active contributor. Safe to depend on with a pinned version.",llm,0.87,1827489,co-body,828,25,0,0,https://github.com/jshttp/type-is
pkg:npm/object.entries,object.entries,npm,dormant,broad,0,0,accept,,"Object.entries is stable and native in all modern JavaScript (Node 6+, all current browsers). The polyfill is safe pinned but unnecessary for most projects—drop it unless you explicitly support IE11 or legacy Node.",llm,0.95,1821810,jsx-ast-utils,515,3,0,0,https://github.com/es-shims/object.entries
pkg:npm/node-fetch,node-fetch,npm,unknown,alternative,0,0,switch,,"Switch to Node's native Fetch API for Node 18+ projects. For older versions, pin this package version and plan migration when Node is upgraded.",llm,0.85,1817321,,1654,306,0,0,https://github.com/bitinn/node-fetch
pkg:npm/%40istanbuljs/load-nyc-config,@istanbuljs/load-nyc-config,npm,dormant,few-large,0,0,accept,,Configuration utility tightly coupled to NYC coverage tool; small stable codebase (694 LOC) with 6-year release dormancy. Pin the version and monitor NYC for breaking config format changes.,llm,0.75,1817306,siesta-lite,694,23,0,0,https://github.com/istanbuljs/load-nyc-config
pkg:npm/find-cache-dir,find-cache-dir,npm,dormant,inlineable,0,0,vendor,,"This 250-line utility for finding node_modules/.cache/ directories is simple and stable enough to inline. With 1.8M dependents and a stalled maintainer, projects should copy the function into their own code rather than depend on unmaintained code.",llm,0.82,1812888,@storybook/react-docgen-typescript-plugin,250,10,0,0,https://github.com/sindresorhus/find-cache-dir
pkg:npm/%40sinonjs/commons,@sinonjs/commons,npm,unknown,few-large,0,0,accept,,"A pure utility library used almost entirely by maintained Sinon testing packages (lolex, formatio). Stable enough to pin the version; no maintenance burden due to absence of side effects or external API dependencies.",llm,0.8,1806144,lolex,729,33,0,0,https://github.com/sinonjs/commons
pkg:npm/object-hash,object-hash,npm,dormant,broad,0,0,accept,,"Dormant but small (4.6K LOC) and stable. With 1.8M dependent repos, no ecosystem steward is feasible. Pin the version and monitor; vendoring is viable if security issues emerge.",llm,0.92,1803533,,4641,893,0,0,https://github.com/puleos/object-hash
pkg:npm/estraverse,estraverse,npm,unknown,broad,0,0,accept,,"Estraverse is stable infrastructure code—no runtime dependencies, small focused surface, and unchanged ES262 traversal semantics for 4.5 years. Switching 1.8M dependents to an alternative is impractical and unnecessary; the risk comes from its dependents' own changes, not estraverse itself.",llm,0.78,1803046,,6488,1033,0,0,https://github.com/estools/estraverse
pkg:npm/run-parallel,run-parallel,npm,unknown,broad,0,0,vendor,,"This 437-line utility is straightforward to inline with minimal dependencies. With 1.8M dependent repos and no maintenance activity, dependents should vendor the code rather than maintaining an external dependency on unmaintained upstream.",llm,0.85,1799977,levelup,437,11,0,0,https://github.com/feross/run-parallel
pkg:npm/node-notifier,node-notifier,npm,dead,broad,0,0,vendor,,"Cross-platform desktop notification library with 1.7M dependent repos. At 548 LoC with no native code, this is small enough for each project to copy into their codebase and drop the dependency entirely, avoiding the security advisory and maintenance burden.",llm,0.85,1792650,,548,40,0,0,https://github.com/mikaelbr/node-notifier
pkg:npm/negotiator,negotiator,npm,dormant,broad,0,0,accept,,"Pin the version. A tiny, dependency-free implementation of a stable algorithm needs no active maintenance—dormancy here carries minimal risk.",llm,0.85,1792608,npm-registry-client,447,125,0,0,https://github.com/jshttp/negotiator
pkg:npm/string.prototype.trimstart,string.prototype.trimstart,npm,dormant,broad,0,0,accept,,"String.prototype.trimStart is a standard ES2019 feature with native support across all modern runtimes. The package is dormant but stable with strong test coverage. For modern targets, the native feature makes the dependency obsolete; for legacy support, pin the version and carry minimal risk.",llm,0.85,1790728,string.prototype.trimleft,391,4,0,0,https://github.com/es-shims/string.prototype.trimstart
pkg:npm/string.prototype.trimend,string.prototype.trimend,npm,dormant,broad,0,0,switch,,"This package polyfills String.prototype.trimEnd, which is universally supported in modern JavaScript (ES2019+). Dependents can safely drop the dependency and use the native method directly; for projects requiring pre-ES2019 support, pin the version rather than seeking updates.",llm,0.95,1790656,string.prototype.trimright,430,4,0,0,https://github.com/es-shims/string.prototype.trimend
pkg:npm/esutils,esutils,npm,unknown,broad,0,0,accept,,Foundational utility library that has reached stability—ES5 predicates don't age. No active maintenance needed. Pin the version.,llm,0.88,1790196,doctrine,315,101,0,0,https://github.com/estools/esutils
pkg:npm/%40svgr/plugin-jsx,@svgr/plugin-jsx,npm,dormant,kitchen-sink,0,0,accept,,"Dormant but stable SVGR plugin. Pin the version. For updates or fixes, check the parent SVGR project or evaluate alternatives based on your use case.",llm,0.72,1788363,@svgr/webpack,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/hast-util-to-babel-ast,@svgr/hast-util-to-babel-ast,npm,dormant,few-large,0,0,accept,,"Dormant utility in the active SVGR ecosystem. 100% usage via @svgr/plugin-jsx (66M downloads/month). Stable, narrow purpose; pin version and monitor SVGR's broader health.",llm,0.85,1788267,@svgr/plugin-jsx,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-add-jsx-attribute,@svgr/babel-plugin-add-jsx-attribute,npm,dormant,few-large,0,0,accept,,Dormant but stable plugin with zero runtime dependencies. Nearly all usage flows through actively maintained @svgr/babel-preset. Accept the version lock; no alternative exists within SVGR's transformation pipeline.,llm,0.87,1788266,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-replace-jsx-attribute-value,@svgr/babel-plugin-replace-jsx-attribute-value,npm,dormant,few-large,0,0,accept,,Part of the maintained SVGR ecosystem (parent @svgr/babel-preset still ships 65M downloads/month). Zero runtime dependencies. Stable Babel plugin—pin the version and carry minimal risk.,llm,0.85,1788264,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-remove-jsx-attribute,@svgr/babel-plugin-remove-jsx-attribute,npm,dormant,few-large,0,0,accept,,100% of usage flows through the maintained @svgr/babel-preset package. This Babel plugin is specialized and unlikely to need updates; pinning the version is safe.,llm,0.9,1788257,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-preset,@svgr/babel-preset,npm,dormant,few-large,0,0,vendor,,The preset can be vendored into consuming packages to decouple from the unmaintained monorepo. Major users like @svgr/core should absorb the preset code rather than depend on a stalled project.,llm,0.8,1788256,@svgr/core,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-svg-em-dimensions,@svgr/babel-plugin-svg-em-dimensions,npm,dormant,few-large,0,0,accept,,Stable Babel plugin for SVG-to-React em dimension transformation. All real usage flows through @svgr/babel-preset; no maintenance needed for a solved problem. Pin and move on.,llm,0.85,1788253,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-transform-svg-component,@svgr/babel-plugin-transform-svg-component,npm,dormant,few-large,0,0,accept,,No runtime dependencies; dormancy is benign for stable transformation code. Real risk lies upstream in @svgr/babel-preset maintenance. Safe to pin and monitor parent package health.,llm,0.8,1788252,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-remove-jsx-empty-expression,@svgr/babel-plugin-remove-jsx-empty-expression,npm,dormant,few-large,0,0,accept,,A stable Babel plugin with zero runtime dependencies that's part of SVGR. The lack of recent updates reflects code maturity—Babel's plugin API is stable and the transformation is correct. Dormancy is not abandonment.,llm,0.85,1788252,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-transform-react-native-svg,@svgr/babel-plugin-transform-react-native-svg,npm,dormant,few-large,0,0,vendor,,All real usage routes through @svgr/babel-preset (65M weekly downloads). Vendor the 11K LOC plugin into the preset to eliminate an unmaintained transitive dependency.,llm,0.85,1788250,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/babel-plugin-svg-dynamic-title,@svgr/babel-plugin-svg-dynamic-title,npm,dormant,few-large,0,0,accept,,"This Babel plugin is only used transitively through @svgr/babel-preset, which is actively maintained. It's stable and feature-complete; pin the version or the parent preset version to manage risk.",llm,0.88,1788248,@svgr/babel-preset,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/%40svgr/plugin-svgo,@svgr/plugin-svgo,npm,dormant,inlineable,0,1,vendor,,This plugin wraps the maintained SVGO optimizer in 11K lines. Direct dependents should vendor the code to remove the unmaintained dependency; most consumers (87.7%) access it indirectly through @svgr/webpack anyway.,llm,0.8,1786060,@svgr/webpack,11381,310,0,0,https://github.com/gregberge/svgr
pkg:npm/html-escaper,html-escaper,npm,unknown,broad,0,0,accept,,Stable and dependency-free. HTML escaping is a solved problem—no active maintenance needed. Pin the version and monitor advisories.,llm,0.9,1783603,@astrolib/seo,331,0,0,0,https://github.com/webreflection/html-escaper
pkg:npm/saxes,saxes,npm,dead,broad,1,1,switch,pkg:npm/sax,"Saxes was archived as a stricter XML parser forked from sax 1.2.4. With 1.78M dependents spread across many projects, most should switch back to the original actively-maintained sax package. Projects relying on saxes' stricter parsing may need to vendor the 1822 LOC or evaluate other XML parsers.",llm,0.75,1780495,exceljs,1822,486,0,0,https://github.com/lddubeau/saxes
pkg:npm/on-finished,on-finished,npm,dormant,broad,0,1,accept,,"Stable HTTP utility used across 1.78M repos with minimal dependencies. Pin the version and monitor the dead transitive (ee-first). For Node.js 15+, gradually migrate to native http.finished().",llm,0.72,1780334,multer-s3,1674,40,0,0,https://github.com/jshttp/on-finished
pkg:npm/xmlchars,xmlchars,npm,dead,broad,1,0,accept,,"Small, stable utility with no runtime dependencies or external requirements—safely pin the current version. The 180 lines of code won't need updates as XML specs are fixed.",llm,0.75,1779785,saxes,180,106,0,0,https://github.com/lddubeau/xmlchars
pkg:npm/range-parser,range-parser,npm,dormant,inlineable,0,0,vendor,,"Small dependency-free parser with stable, well-defined behavior (RFC 7233). Vendor the 276 lines into your project—the dormant release cycle makes external dependency management unnecessary.",llm,0.85,1777583,mock-express-request,702,19,0,0,https://github.com/jshttp/range-parser
pkg:npm/path-key,path-key,npm,dormant,inlineable,0,0,vendor,,Trivial 165-LOC utility to get the correct PATH key cross-platform. Inlineable logic (essentially platform detection) makes vendoring safer than relying on dormant maintenance.,llm,0.9,1771596,@esm2cjs/npm-run-path,165,4,0,0,https://github.com/sindresorhus/path-key
pkg:npm/signal-exit,signal-exit,npm,dormant,broad,0,0,accept,,"Stable utility with no dependencies serving 1.77M dependent repos. Pin the version; dormancy reflects completed work, not abandonment. No supply chain risk.",llm,0.92,1770605,gauge,258,55,0,0,https://github.com/tapjs/signal-exit
pkg:npm/object.values,object.values,npm,dormant,broad,0,0,accept,,"object.values polyfills Object.values, part of ES2017—a frozen standard implemented natively in all supported environments. With 1.7M dependent repos, there is no practical steward or alternative. Pin the version and treat it as stable infrastructure.",llm,0.85,1768320,jsx-ast-utils,527,3,0,0,https://github.com/es-shims/object.values
pkg:npm/w3c-xmlserializer,w3c-xmlserializer,npm,dormant,broad,0,0,accept,,"Implements stable W3C DOM Parsing spec in 500 lines. No drop-in replacement exists; inlining or forking for 1.7M repos is impractical. Pin version and treat dormancy as stable, not risky.",llm,0.8,1766365,@applitools/jsdom,499,59,0,0,https://github.com/jsdom/w3c-xmlserializer
pkg:npm/eslint-plugin-jsx-a11y,eslint-plugin-jsx-a11y,npm,dormant,broad,0,1,accept,,"Pin to the last release and accept minimal maintenance burden. Linting rules are inherently stable, and no maintained alternative exists for ESLint-based JSX accessibility checking.",llm,0.87,1763949,,3812,496,0,0,https://github.com/jsx-eslint/eslint-plugin-jsx-a11y
pkg:npm/strip-final-newline,strip-final-newline,npm,dormant,inlineable,0,0,vendor,,"Dormant 2 years with 1.7M dependents, but zero dependencies and just 67 lines make it a textbook candidate for vendoring—most projects should inline the logic directly.",llm,0.98,1746604,cowsay,177,3,0,0,https://github.com/sindresorhus/strip-final-newline
pkg:npm/parseurl,parseurl,npm,dormant,broad,0,0,accept,,"Stable package with zero dependencies, used transitively by millions through Express/Connect. Dependents should pin versions; frameworks can migrate to Node.js core URL APIs with inline memoization if they need to drop the dependency, but there's no urgency.",llm,0.85,1734638,connect,1037,20,0,0,https://github.com/pillarjs/parseurl
pkg:npm/colorette,colorette,npm,dormant,broad,0,0,accept,,"Stable, zero-dependency library with no native code. Dormant but mature; core ANSI color functionality is unlikely to require updates. Risk is low enough to keep using with a pinned version.",llm,0.85,1727690,tippy.js,585,14,0,0,https://github.com/jorgebucaran/colorette
pkg:npm/tslib,tslib,npm,dormant,broad,0,0,accept,,"tslib is the official TypeScript helper library, maintained by the TypeScript team. Dormancy reflects maturity, not abandonment. Pin the current version.",llm,0.94,1726336,,2307,542,0,0,https://github.com/microsoft/tslib
pkg:npm/requires-port,requires-port,npm,unknown,inlineable,0,0,vendor,,"Tiny utility (102 lines of JavaScript, zero dependencies) to check if a protocol requires a port number. Copy into your project to eliminate reliance on unmaintained code—the functionality is stable and self-contained.",llm,0.9,1725022,url-parse,220,2,0,0,https://github.com/unshiftio/requires-port
pkg:npm/accepts,accepts,npm,dormant,broad,0,0,accept,,"Stable HTTP utility with 1.7M dependent repos. Dormancy reflects completeness not abandonment—three active maintainers, no security issues, and low complexity make it safe to pin and monitor for rare updates.",llm,0.88,1717765,apollo-server-express,910,25,0,0,https://github.com/jshttp/accepts
pkg:npm/for-own,for-own,npm,unknown,inlineable,0,0,vendor,,"28 lines that iterate object keys. Modern code should use Object.entries(). For existing projects, inline the utility or drop the dependency and use Object.entries() or lodash if already a dependency.",llm,0.92,1710262,extend-shallow,317,1,0,0,https://github.com/jonschlinkert/for-own
pkg:npm/url-loader,url-loader,npm,dead,alternative,1,1,switch,,"Archived and deprecated by maintainer. Replace with webpack's native asset modules (v5+), which handle inline/file assets natively—update webpack config rules to use type: 'asset' with parser.dataUrlCondition.maxSize.",llm,0.98,1710143,,193,18,0,0,https://github.com/webpack-contrib/url-loader
pkg:npm/loader-utils,loader-utils,npm,dead,broad,1,0,accept,,Pinning the last stable release is practical for most of 1.7M dependents. No maintained drop-in replacement exists for this webpack-specific utility code; forking or mass vendoring is infeasible.,llm,0.75,1708802,,520,108,0,0,https://github.com/webpack/loader-utils
pkg:npm/crypto-random-string,crypto-random-string,npm,dead,alternative,0,0,switch,pkg:npm/nanoid,"Nanoid is a maintained drop-in replacement with a similar API for generating random strings. For custom formatting needs, dependents can also use Node.js's built-in crypto.randomBytes() directly.",llm,0.8,1704297,unique-string,449,31,0,0,https://github.com/sindresorhus/crypto-random-string
pkg:npm/esrecurse,esrecurse,npm,dormant,broad,0,0,accept,,"Esrecurse is a stable, focused AST traversal utility with 1.7M dependent repositories and no active issues in its dependency chain. Pin the version and monitor for security advisories rather than switching.",llm,0.85,1702132,escope,646,29,0,0,https://github.com/estools/esrecurse
pkg:npm/unique-string,unique-string,npm,unknown,broad,0,1,switch,,Unmaintained for 5 years with a dead transitive dependency. Replace with crypto.randomBytes(16).toString('hex') (Node.js built-in since v0.11.6) or maintained alternatives like nanoid.,llm,0.9,1699885,subsume,112,2,0,0,https://github.com/sindresorhus/unique-string
pkg:npm/human-signals,human-signals,npm,dormant,broad,0,0,accept,,Zero dependencies and 626 LOC of stable reference data. Pin the version; ecosystem-wide alternatives create more churn than the dormancy risk.,llm,0.85,1698573,@esm2cjs/execa,626,3,0,0,https://github.com/ehmicky/human-signals
pkg:npm/core-util-is,core-util-is,npm,dormant,inlineable,0,0,vendor,,68-line utility wrapping Node.js built-in util.is* functions. Small enough to copy into your project; no runtime dependencies means no onward risk.,llm,0.95,1693704,string_decoder,68,5,0,0,https://github.com/isaacs/core-util-is
pkg:npm/is-regexp,is-regexp,npm,unknown,inlineable,1,0,vendor,,Unmaintained for 4.5 years with trivial scope (125 LOC). The README itself asks why not use `instanceof` instead. Copy the RegExp check into your code or use native JavaScript directly.,llm,0.95,1682812,clone-regexp,125,1,0,0,https://github.com/sindresorhus/is-regexp
pkg:npm/object-inspect,object-inspect,npm,dormant,broad,0,0,accept,,"Dormant but stable—no evidence of active bugs despite 260 days without commits. With 1.68M dependents, coordinated migration is impractical. Pin the version and monitor for CVEs.",llm,0.85,1680414,define-data-property,2166,112,0,0,https://github.com/inspect-js/object-inspect
pkg:npm/%40bcoe/v8-coverage,@bcoe/v8-coverage,npm,dormant,few-large,0,0,vendor,,V8 coverage merging utility with ~1.5k lines of dependency-free JavaScript. 96% of usage flows through coverage-node; ideal candidate for inlining to eliminate single point of failure.,llm,0.9,1666305,coverage-node,1059451,201,0,0,https://github.com/bcoe/v8-coverage
pkg:npm/common-tags,common-tags,npm,unknown,broad,0,0,accept,,"Zero runtime dependencies and four years of stable, narrow functionality. Pin the version and move forward; no drop-in replacement exists for the full feature set, and 1.6M consumers relying on it indicates the code is solid.",llm,0.85,1658574,eslint-etc,1834,40,0,0,https://github.com/zspecza/common-tags
pkg:npm/y18n,y18n,npm,dormant,broad,0,0,vendor,,"Stable despite dormancy (only 230 LOC, no runtime dependencies). Direct dependents can safely vendor; most transitive dependents via yargs are insulated and can pin the version.",llm,0.85,1652118,libnpx,230,42,0,0,https://github.com/yargs/y18n
pkg:npm/babel-plugin-macros,babel-plugin-macros,npm,dead,broad,0,0,accept,,"Small, stable infrastructure for compile-time macros in Babel. No maintained replacement. Risk is low: straightforward code (963 LOC, complexity 43), no dead transitive deps, stable Babel AST API. Dependents should pin the version; forking is feasible if needed.",llm,0.8,1650407,,963,43,0,0,https://github.com/kentcdodds/babel-plugin-macros
pkg:npm/postcss-font-variant,postcss-font-variant,npm,unknown,few-large,0,0,switch,pkg:npm/postcss-preset-env,"Nearly all usage flows through the unmaintained postcss-cssnext. Migrate to postcss-preset-env, the maintained successor, or vendor the 120-line polyfill if keeping dependencies minimal is preferred.",llm,0.82,1648471,postcss-cssnext,318,15,0,0,https://github.com/postcss/postcss-font-variant
pkg:npm/postcss-replace-overflow-wrap,postcss-replace-overflow-wrap,npm,unknown,few-large,0,0,accept,,"Nearly all usage (99.3%) flows through postcss-cssnext. The plugin itself is complete, stable code with no runtime dependencies. Pin the version and monitor postcss-cssnext's status instead.",llm,0.85,1647876,postcss-cssnext,173,3,0,0,https://github.com/mattdimu/postcss-replace-overflow-wrap
pkg:npm/is-boolean-object,is-boolean-object,npm,dormant,broad,0,0,vendor,,"Dormant package (447 days since release, zero active maintainers) with extremely broad dependents. Vendor the Boolean check directly into your codebase—it's only 8–10 lines—and eliminate the dependency.",llm,0.88,1646078,enzyme,458,4,0,0,https://github.com/inspect-js/is-boolean-object
pkg:npm/confusing-browser-globals,confusing-browser-globals,npm,dormant,broad,0,0,accept,,Dormant linting configuration tool with no runtime dependencies or dead transitive deps. Pin the version; it's stable and unlikely to need updates since linting configs mature quickly.,llm,0.8,1644562,eslint-config-airbnb-base,,,,0,https://github.com/facebook/create-react-app
pkg:npm/require-from-string,require-from-string,npm,dead,inlineable,1,0,vendor,,166 LOC with no dependencies—small enough to copy directly into consuming projects. Archive status makes security review of vendored code essential since it evaluates JavaScript.,llm,0.95,1639741,bidi-js,166,8,0,0,https://github.com/floatdrop/require-from-string
pkg:npm/is-number-object,is-number-object,npm,dormant,broad,0,0,vendor,,Package is dormant but stable—only 60 lines implementing a straightforward check. Each dependent should vendor the code directly to eliminate the maintenance chain.,llm,0.7,1637126,enzyme,403,3,0,0,https://github.com/inspect-js/is-number-object
pkg:npm/postcss-flexbugs-fixes,postcss-flexbugs-fixes,npm,dead,broad,1,0,accept,,Archived PostCSS plugin with 1.6M dependent repos and no runtime dependencies. Safe to pin indefinitely; evaluate whether modern browsers still need these flexbox fixes.,llm,0.85,1631784,,473,24,0,0,https://github.com/luisrudge/postcss-flexbugs-fixes
pkg:npm/internal-slot,internal-slot,npm,unknown,broad,0,0,accept,,"Stable utility library with 1.6M dependent repos. Pin the version and monitor its three runtime dependencies (es-errors, hasown, side-channel) for security updates rather than the package itself.",llm,0.8,1631550,es-create-array-iterator,479,21,0,0,https://github.com/ljharb/internal-slot
pkg:npm/postcss-page-break,postcss-page-break,npm,unknown,broad,0,0,vendor,,No runtime dependencies and minimal code size (254 LOC) make vendoring practical. Each dependent package can copy the source rather than maintain a separate dependency on unmaintained code.,llm,0.8,1630965,sklif-api,254,5,0,0,https://github.com/shrpne/postcss-page-break
pkg:npm/interpret,interpret,npm,dormant,broad,0,0,accept,,"Stable file extension registry with zero runtime dependencies. Small, mature codebase; domain is static. Pinning a version poses minimal risk.",llm,0.75,1629520,mocha-webpack,2164,54,0,0,https://github.com/gulpjs/interpret
pkg:npm/%40webassemblyjs/ast,@webassemblyjs/ast,npm,dormant,few-large,0,0,accept,,Almost all usage is internal to webassemblyjs. Dormant but stable; no maintained WASM AST alternative exists. Pin the version and monitor for security issues.,llm,0.75,1625157,@webassemblyjs/helper-module-context,43955,2283,1,0,https://github.com/xtuc/webassemblyjs
